destination,Country,Continent,type,cost,Best Season,rating,Annual Visitors (M),UNESCO Site,activities,duration,total_cost,type_encoded,continent_encoded
Hidden Valley,Brazil,South America,Nature,131.93,Autumn,4.5,3.69,No,"Skiing,Shopping",9,1187.3700000000001,4,5
Grand Canyon,New Zealand,Oceania,City,155.52,Autumn,4.7,7.42,No,"Shopping,Skiing,Museum",10,1555.2,2,4
Mystic Pagoda,Argentina,South America,Beach,103.77,Winter,4.0,2.75,Yes,Food Tour,13,1349.01,1,5
Crystal Valley,Morocco,Africa,Historical,181.04,Autumn,4.8,5.7,No,"Surfing,Trekking",14,2534.56,3,0
Hidden Plaza,Vietnam,Asia,Adventure,190.78,Autumn,4.5,1.19,No,Skiing,8,1526.24,0,1
Hidden Plaza,Greece,Europe,City,105.13,Spring,4.1,7.93,No,"Surfing,Museum,Food Tour",14,1471.82,2,2
Golden Beach,Egypt,Africa,Religious,152.26,Spring,4.5,2.63,No,Surfing,5,761.3,5,0
Mystic Beach,Morocco,Africa,Religious,73.64,Winter,4.0,9.79,No,"Shopping,Skiing",10,736.4,5,0
Ancient Valley,China,Asia,City,175.01,Spring,4.3,3.67,No,"Museum,Food Tour",3,525.03,2,1
Grand Falls,USA,North America,City,122.3,Winter,5.0,5.99,No,Shopping,4,489.2,2,3
Hidden Canyon,India,Asia,Adventure,171.74,Winter,4.6,8.73,Yes,"Museum,Surfing,Skiing",12,2060.88,0,1
Grand Plaza,Canada,North America,Beach,157.99,Autumn,4.4,1.83,No,"Skiing,Museum",8,1263.92,1,3
Sacred Park,South Africa,Africa,City,213.98,Summer,3.8,4.33,No,"Shopping,Museum",4,855.92,2,0
Serene Canyon,Morocco,Africa,City,157.86,Summer,4.5,1.78,No,"Skiing,Sightseeing,Shopping",14,2210.04,2,0
Crystal Ruins,USA,North America,Beach,101.72,Autumn,5.0,1.76,No,Trekking,11,1118.92,1,3
Ancient Beach,Spain,Europe,Historical,218.4,Winter,4.1,5.1,No,"Shopping,Sightseeing,Museum",8,1747.2,3,2
Lush Valley,Australia,Oceania,Adventure,58.42,Autumn,4.2,6.14,No,"Sightseeing,Surfing",13,759.46,0,4
Crystal Canyon,Mexico,North America,Religious,90.99,Winter,4.6,4.98,Yes,"Surfing,Sightseeing,Shopping",7,636.93,5,3
Serene Park,Vietnam,Asia,Adventure,254.79,Winter,5.0,2.5,No,"Food Tour,Beach Volley",6,1528.74,0,1
Grand Ruins,Canada,North America,Historical,210.23,Winter,4.3,5.86,No,"Surfing,Beach Volley,Skiing",7,1471.61,3,3
Lush Temple,France,Europe,Historical,193.97,Spring,4.2,5.89,Yes,"Trekking,Shopping,Museum",6,1163.82,3,2
Lush Ruins,Japan,Asia,Nature,182.85,Autumn,4.7,6.3,Yes,Sightseeing,11,2011.35,4,1
Grand Plaza,Peru,South America,Religious,94.42,Autumn,4.5,2.98,No,Beach Volley,11,1038.6200000000001,5,5
Golden Beach,Egypt,Africa,Historical,240.48,Summer,4.1,5.38,Yes,Surfing,10,2404.7999999999997,3,0
Golden Beach,Peru,South America,City,58.0,Autumn,4.5,7.48,No,Food Tour,7,406.0,2,5
Grand Falls,Brazil,South America,Nature,153.21,Autumn,4.4,9.44,No,Surfing,9,1378.89,4,5
Crystal Ruins,Germany,Europe,Nature,144.34,Summer,4.1,1.37,No,"Trekking,Skiing",6,866.04,4,2
Mystic Valley,Australia,Oceania,Adventure,192.63,Spring,5.0,4.37,No,"Trekking,Shopping,Skiing",8,1541.04,0,4
Ancient Falls,Peru,South America,Religious,197.92,Autumn,4.5,2.36,Yes,Shopping,12,2375.04,5,5
Crystal Falls,Italy,Europe,City,196.81,Autumn,4.6,6.17,No,"Sightseeing,Shopping",7,1377.67,2,2
Crystal Forest,Thailand,Asia,Historical,135.13,Spring,4.9,7.62,No,"Beach Volley,Sightseeing,Food Tour",6,810.78,3,1
Lush Ruins,Peru,South America,Adventure,157.22,Winter,4.7,2.22,No,Surfing,4,628.88,0,5
Mystic Beach,New Zealand,Oceania,Religious,108.4,Autumn,4.3,2.85,Yes,"Surfing,Museum,Sightseeing",8,867.2,5,4
Mystic Pagoda,Mexico,North America,City,176.13,Summer,3.9,6.09,No,"Skiing,Beach Volley,Shopping",5,880.65,2,3
Hidden Forest,Thailand,Asia,Beach,246.02,Autumn,4.1,1.27,Yes,"Trekking,Beach Volley,Sightseeing",10,2460.2000000000003,1,1
Mystic Valley,Vietnam,Asia,Adventure,75.54,Autumn,4.5,3.19,Yes,"Skiing,Surfing,Beach Volley",12,906.48,0,1
Mystic Ruins,Japan,Asia,Beach,211.98,Winter,4.4,0.63,No,Food Tour,14,2967.72,1,1
Golden Forest,Australia,Oceania,Historical,216.85,Winter,4.9,8.09,No,"Beach Volley,Food Tour,Skiing",4,867.4,3,4
Serene Pagoda,South Africa,Africa,City,265.18,Autumn,4.1,6.8,No,Beach Volley,13,3447.34,2,0
Ancient Plaza,Kenya,Africa,Beach,173.98,Spring,4.6,9.97,Yes,Food Tour,3,521.9399999999999,1,0
Mystic Beach,Japan,Asia,Nature,101.33,Summer,4.8,8.86,No,"Shopping,Sightseeing,Beach Volley",4,405.32,4,1
Crystal Park,Spain,Europe,Adventure,136.17,Autumn,4.6,2.6,No,Food Tour,5,680.8499999999999,0,2
Lush Falls,Kenya,Africa,Beach,252.49,Spring,4.5,2.77,No,Skiing,11,2777.3900000000003,1,0
Crystal Falls,South Africa,Africa,City,189.59,Winter,4.7,3.47,No,Trekking,5,947.95,2,0
Grand Valley,Italy,Europe,Religious,82.52,Summer,4.4,9.78,No,Museum,13,1072.76,5,2
Grand Valley,China,Asia,Historical,177.99,Winter,4.6,3.38,Yes,"Museum,Food Tour",7,1245.93,3,1
Grand Canyon,France,Europe,City,184.64,Winter,4.7,7.07,No,"Surfing,Skiing,Food Tour",12,2215.68,2,2
Lush Plaza,Morocco,Africa,Religious,145.23,Winter,4.6,1.74,Yes,Food Tour,5,726.15,5,0
Ancient Falls,Argentina,South America,Religious,209.74,Winter,4.8,5.96,No,Beach Volley,14,2936.36,5,5
Grand Pagoda,Australia,Oceania,City,151.11,Autumn,4.1,3.47,No,"Skiing,Museum",5,755.5500000000001,2,4
Grand Falls,Brazil,South America,Nature,244.89,Autumn,4.2,7.58,Yes,Food Tour,8,1959.12,4,5
Ancient Beach,Egypt,Africa,City,124.93,Autumn,4.1,3.06,No,Surfing,13,1624.0900000000001,2,0
Mystic Pagoda,Australia,Oceania,Historical,179.82,Autumn,4.3,9.14,No,"Museum,Surfing,Trekking",4,719.28,3,4
Grand Valley,Australia,Oceania,Religious,217.07,Summer,4.3,9.02,Yes,"Sightseeing,Trekking",7,1519.49,5,4
Crystal Temple,Vietnam,Asia,Historical,133.04,Winter,4.6,9.58,No,"Skiing,Museum,Food Tour",6,798.24,3,1
Sacred Valley,Australia,Oceania,Adventure,74.59,Spring,4.2,1.09,No,Skiing,12,895.08,0,4
Grand Valley,Italy,Europe,Nature,100.5,Summer,4.5,2.86,No,"Trekking,Museum,Food Tour",5,502.5,4,2
Ancient Forest,India,Asia,Religious,199.51,Spring,4.3,8.82,No,"Museum,Food Tour,Sightseeing",10,1995.1,5,1
Mystic Plaza,France,Europe,Beach,189.14,Autumn,4.4,8.64,Yes,Beach Volley,13,2458.8199999999997,1,2
Crystal Falls,Italy,Europe,Beach,121.75,Autumn,4.6,7.06,No,Beach Volley,12,1461.0,1,2
Lush Park,South Africa,Africa,Religious,157.47,Autumn,4.6,3.65,No,"Surfing,Trekking,Beach Volley",11,1732.17,5,0
Ancient Park,Brazil,South America,Historical,261.03,Winter,4.5,5.35,Yes,"Beach Volley,Trekking",12,3132.3599999999997,3,5
Golden Beach,Brazil,South America,Religious,132.0,Summer,4.3,8.12,No,Food Tour,5,660.0,5,5
Lush Pagoda,China,Asia,Beach,143.56,Summer,4.6,6.79,Yes,Surfing,6,861.36,1,1
Hidden Plaza,China,Asia,Religious,186.57,Autumn,4.7,9.48,No,"Museum,Sightseeing,Trekking",13,2425.41,5,1
Serene Valley,Argentina,South America,Beach,190.84,Winter,4.4,1.75,Yes,"Sightseeing,Museum,Trekking",12,2290.08,1,5
Serene Pagoda,France,Europe,Religious,201.47,Winter,4.8,6.94,No,Trekking,13,2619.11,5,2
Sacred Temple,Morocco,Africa,City,177.67,Winter,4.4,2.1,No,"Trekking,Surfing",3,533.01,2,0
Grand Beach,Spain,Europe,Historical,153.66,Autumn,4.5,5.02,Yes,"Museum,Shopping",3,460.98,3,2
Lush Pagoda,Greece,Europe,City,132.46,Winter,4.8,2.1,No,"Shopping,Food Tour",8,1059.68,2,2
Serene Canyon,Vietnam,Asia,Beach,158.93,Autumn,4.9,2.3,No,Sightseeing,5,794.6500000000001,1,1
Ancient Plaza,South Africa,Africa,Adventure,154.56,Summer,5.0,6.24,No,"Shopping,Beach Volley,Skiing",7,1081.92,0,0
Grand Pagoda,Thailand,Asia,Adventure,213.77,Spring,4.5,8.38,Yes,Skiing,4,855.08,0,1
Golden Forest,Australia,Oceania,Nature,120.35,Autumn,4.6,8.47,Yes,"Trekking,Sightseeing",4,481.4,4,4
Crystal Plaza,France,Europe,Adventure,210.91,Spring,4.8,3.95,No,Food Tour,12,2530.92,0,2
Hidden Pagoda,Vietnam,Asia,Beach,168.07,Autumn,4.7,1.57,No,Food Tour,5,840.3499999999999,1,1
Serene Pagoda,Thailand,Asia,Beach,196.66,Winter,4.4,0.95,Yes,Trekking,12,2359.92,1,1
Hidden Park,Japan,Asia,Adventure,153.64,Winter,4.6,6.5,No,Surfing,11,1690.04,0,1
Grand Plaza,Kenya,Africa,Adventure,104.18,Winter,4.2,9.45,No,Trekking,11,1145.98,0,0
Mystic Park,Kenya,Africa,Religious,199.83,Spring,4.3,4.23,No,Food Tour,11,2198.13,5,0
Mystic Ruins,Canada,North America,Historical,171.2,Summer,4.5,4.01,No,Food Tour,14,2396.7999999999997,3,3
Grand Pagoda,Canada,North America,City,81.59,Autumn,4.1,5.45,Yes,"Beach Volley,Museum,Surfing",6,489.54,2,3
Golden Falls,Argentina,South America,City,200.63,Winter,4.5,5.3,No,"Skiing,Museum,Food Tour",13,2608.19,2,5
Sacred Beach,Brazil,South America,Historical,93.11,Winter,4.5,9.84,Yes,"Surfing,Sightseeing",8,744.88,3,5
Serene Valley,Spain,Europe,Historical,140.93,Autumn,4.5,6.8,Yes,Sightseeing,8,1127.44,3,2
Hidden Falls,New Zealand,Oceania,City,72.33,Autumn,5.0,4.51,Yes,"Beach Volley,Surfing,Food Tour",10,723.3,2,4
Sacred Park,Italy,Europe,Nature,118.9,Spring,4.7,8.29,No,"Museum,Trekking",3,356.70000000000005,4,2
Lush Pagoda,Kenya,Africa,Beach,100.23,Summer,5.0,4.85,No,"Trekking,Shopping,Skiing",4,400.92,1,0
Golden Forest,Greece,Europe,Beach,192.9,Summer,4.3,5.37,No,"Sightseeing,Food Tour",3,578.7,1,2
Hidden Ruins,Greece,Europe,City,194.83,Summer,4.0,9.96,No,Skiing,5,974.1500000000001,2,2
Lush Valley,Argentina,South America,Religious,189.66,Autumn,4.5,3.78,No,"Surfing,Museum",14,2655.24,5,5
Mystic Valley,Germany,Europe,Religious,79.54,Spring,4.4,0.5,No,Museum,6,477.24,5,2
Golden Temple,Canada,North America,Adventure,114.27,Autumn,4.7,1.64,No,Sightseeing,7,799.89,0,3
Ancient Canyon,Vietnam,Asia,Historical,157.47,Spring,4.4,9.32,No,"Food Tour,Trekking,Museum",12,1889.6399999999999,3,1
Serene Ruins,Japan,Asia,Religious,100.24,Autumn,4.4,5.37,No,Food Tour,11,1102.6399999999999,5,1
Grand Plaza,Australia,Oceania,Adventure,88.33,Winter,4.1,6.4,Yes,"Sightseeing,Museum",14,1236.62,0,4
Lush Ruins,Thailand,Asia,Adventure,120.7,Spring,4.6,0.84,No,"Trekking,Sightseeing,Skiing",3,362.1,0,1
Hidden Plaza,France,Europe,Religious,144.68,Summer,4.4,8.12,Yes,"Shopping,Sightseeing,Skiing",14,2025.52,5,2
Golden Ruins,USA,North America,Adventure,115.39,Summer,3.9,6.92,No,"Sightseeing,Shopping",12,1384.68,0,3
Sacred Canyon,South Africa,Africa,Beach,206.92,Spring,4.5,8.73,No,Food Tour,14,2896.8799999999997,1,0
Sacred Park,Peru,South America,Historical,163.87,Summer,4.5,5.09,No,"Museum,Sightseeing,Food Tour",13,2130.31,3,5
Serene Forest,Germany,Europe,Religious,162.41,Autumn,4.0,9.93,No,"Skiing,Trekking,Shopping",14,2273.74,5,2
Grand Temple,Egypt,Africa,Nature,101.23,Autumn,4.9,0.57,No,"Trekking,Shopping",6,607.38,4,0
Grand Ruins,Argentina,South America,Beach,78.94,Summer,4.3,8.28,No,Museum,13,1026.22,1,5
Sacred Forest,Australia,Oceania,Nature,200.09,Spring,4.4,0.51,Yes,"Food Tour,Shopping,Skiing",8,1600.72,4,4
Mystic Beach,Argentina,South America,Nature,96.81,Spring,4.3,2.72,No,"Museum,Food Tour",10,968.1,4,5
Crystal Plaza,France,Europe,Nature,61.45,Spring,4.6,4.47,Yes,"Museum,Surfing,Food Tour",9,553.0500000000001,4,2
Crystal Forest,Australia,Oceania,Beach,196.0,Summer,4.4,9.1,No,"Shopping,Surfing,Skiing",3,588.0,1,4
Ancient Pagoda,Japan,Asia,Beach,46.22,Summer,4.5,1.51,No,"Sightseeing,Shopping,Museum",5,231.1,1,1
Serene Park,Argentina,South America,Nature,97.18,Summer,4.2,3.54,No,"Skiing,Surfing",9,874.6200000000001,4,5
Crystal Park,South Africa,Africa,Religious,173.22,Winter,4.3,1.66,No,"Surfing,Food Tour,Museum",10,1732.2,5,0
Serene Valley,Kenya,Africa,City,105.44,Autumn,4.6,1.17,No,"Museum,Food Tour,Beach Volley",4,421.76,2,0
Hidden Pagoda,Peru,South America,Nature,159.05,Winter,4.9,1.24,No,Skiing,5,795.25,4,5
Ancient Valley,Greece,Europe,City,139.85,Autumn,4.6,8.61,No,Trekking,3,419.54999999999995,2,2
Lush Valley,Italy,Europe,Adventure,150.39,Winter,4.4,7.81,No,"Skiing,Surfing,Shopping",5,751.9499999999999,0,2
Sacred Plaza,Japan,Asia,Religious,118.04,Autumn,4.2,3.25,No,Surfing,6,708.24,5,1
Lush Pagoda,Brazil,South America,Nature,80.57,Autumn,4.0,5.67,No,Surfing,7,563.99,4,5
Lush Pagoda,Thailand,Asia,City,174.41,Winter,4.2,2.09,No,Surfing,3,523.23,2,1
Lush Pagoda,Germany,Europe,Religious,151.74,Summer,3.9,8.07,No,Food Tour,10,1517.4,5,2
Hidden Valley,Italy,Europe,Religious,189.52,Winter,4.9,1.98,No,"Sightseeing,Trekking",13,2463.76,5,2
Crystal Beach,Egypt,Africa,Adventure,107.18,Summer,4.5,4.08,Yes,"Food Tour,Skiing,Trekking",7,750.26,0,0
Hidden Canyon,Australia,Oceania,City,124.82,Summer,4.5,3.1,No,"Food Tour,Skiing",13,1622.6599999999999,2,4
Mystic Park,Argentina,South America,Adventure,130.86,Summer,4.5,2.2,No,"Shopping,Surfing",4,523.44,0,5
Serene Ruins,Thailand,Asia,Beach,177.87,Spring,4.5,1.84,No,"Surfing,Museum,Shopping",6,1067.22,1,1
Ancient Beach,Vietnam,Asia,Beach,130.01,Summer,4.6,9.82,No,Surfing,4,520.04,1,1
Hidden Plaza,Thailand,Asia,Adventure,215.74,Spring,4.3,3.75,No,"Food Tour,Surfing,Skiing",5,1078.7,0,1
Sacred Pagoda,Vietnam,Asia,Religious,91.19,Winter,4.6,1.89,No,"Skiing,Food Tour",14,1276.6599999999999,5,1
Hidden Valley,India,Asia,Religious,163.95,Autumn,4.8,8.18,Yes,"Trekking,Shopping",14,2295.2999999999997,5,1
Grand Falls,Egypt,Africa,Religious,139.87,Autumn,4.3,3.48,No,"Shopping,Museum,Sightseeing",4,559.48,5,0
Ancient Ruins,New Zealand,Oceania,Beach,79.9,Autumn,4.9,1.91,No,Trekking,3,239.70000000000002,1,4
Ancient Forest,France,Europe,Nature,211.88,Spring,4.6,4.13,No,Beach Volley,9,1906.92,4,2
Sacred Temple,Spain,Europe,City,136.09,Summer,4.4,2.76,No,"Museum,Surfing",13,1769.17,2,2
Sacred Ruins,Vietnam,Asia,Nature,198.94,Summer,4.1,6.21,Yes,"Sightseeing,Shopping,Skiing",10,1989.4,4,1
Lush Valley,France,Europe,Historical,100.74,Winter,4.9,8.33,Yes,"Beach Volley,Museum",4,402.96,3,2
Golden Pagoda,New Zealand,Oceania,Nature,142.5,Spring,4.1,8.11,No,"Skiing,Trekking",7,997.5,4,4
Golden Forest,France,Europe,Historical,133.6,Autumn,4.7,7.0,Yes,Sightseeing,5,668.0,3,2
Ancient Forest,Peru,South America,Adventure,131.72,Spring,4.5,6.29,Yes,"Sightseeing,Trekking,Skiing",7,922.04,0,5
Ancient Ruins,USA,North America,Historical,119.79,Winter,4.1,1.27,Yes,"Surfing,Shopping,Sightseeing",11,1317.69,3,3
Hidden Ruins,Argentina,South America,Adventure,127.4,Winter,4.3,1.35,Yes,"Surfing,Food Tour",7,891.8000000000001,0,5
Ancient Falls,France,Europe,Religious,96.94,Summer,4.5,3.42,Yes,Shopping,3,290.82,5,2
Ancient Beach,Germany,Europe,Adventure,165.98,Spring,5.0,8.9,Yes,"Skiing,Surfing",11,1825.78,0,2
Sacred Plaza,Canada,North America,City,227.26,Winter,5.0,2.36,No,"Trekking,Sightseeing",5,1136.3,2,3
Sacred Plaza,Greece,Europe,Historical,95.13,Summer,4.1,7.72,No,"Trekking,Museum,Food Tour",5,475.65,3,2
Serene Beach,Spain,Europe,Adventure,169.06,Summer,4.5,7.51,No,Food Tour,7,1183.42,0,2
Sacred Ruins,Brazil,South America,Nature,197.5,Summer,4.6,0.97,Yes,"Beach Volley,Food Tour,Trekking",14,2765.0,4,5
Sacred Temple,Argentina,South America,Nature,137.98,Autumn,4.0,2.66,No,"Beach Volley,Sightseeing,Surfing",9,1241.82,4,5
Sacred Plaza,Germany,Europe,Historical,165.09,Winter,4.6,4.53,No,"Sightseeing,Trekking",7,1155.63,3,2
Lush Park,New Zealand,Oceania,Adventure,164.87,Summer,4.5,4.73,Yes,Beach Volley,11,1813.5700000000002,0,4
Lush Canyon,Argentina,South America,Religious,40.19,Winter,4.5,9.14,Yes,"Shopping,Trekking,Beach Volley",11,442.09,5,5
Serene Park,Egypt,Africa,Historical,225.67,Autumn,4.6,8.21,No,"Sightseeing,Beach Volley",4,902.68,3,0
Sacred Park,Australia,Oceania,Historical,110.0,Summer,3.9,8.56,Yes,Skiing,13,1430.0,3,4
Ancient Ruins,Spain,Europe,Historical,209.68,Summer,4.3,9.44,No,"Beach Volley,Skiing,Museum",5,1048.4,3,2
Sacred Falls,New Zealand,Oceania,Historical,219.67,Autumn,4.7,8.15,Yes,"Skiing,Shopping",10,2196.7,3,4
Lush Canyon,Kenya,Africa,Historical,133.37,Spring,4.8,0.99,No,Shopping,5,666.85,3,0
Lush Park,Mexico,North America,Religious,233.45,Spring,4.2,4.78,No,"Skiing,Trekking,Beach Volley",3,700.3499999999999,5,3
Golden Park,Peru,South America,Beach,112.9,Winter,4.9,6.53,No,"Shopping,Sightseeing",11,1241.9,1,5
Grand Forest,Vietnam,Asia,Beach,179.3,Summer,4.3,5.68,No,Shopping,11,1972.3000000000002,1,1
Ancient Forest,Vietnam,Asia,Adventure,117.28,Summer,4.2,7.61,No,"Skiing,Shopping,Trekking",6,703.6800000000001,0,1
Hidden Plaza,France,Europe,Religious,75.05,Autumn,4.5,9.69,No,Beach Volley,8,600.4,5,2
Golden Valley,Egypt,Africa,Historical,105.79,Autumn,3.7,9.03,Yes,"Surfing,Trekking",8,846.32,3,0
Serene Beach,India,Asia,Historical,242.78,Winter,4.6,2.9,No,"Shopping,Museum",8,1942.24,3,1
Crystal Temple,Brazil,South America,Religious,98.2,Spring,4.5,2.46,Yes,"Sightseeing,Museum,Shopping",13,1276.6000000000001,5,5
Lush Park,Mexico,North America,Adventure,198.02,Spring,4.6,5.73,Yes,"Shopping,Skiing",4,792.08,0,3
Grand Valley,Canada,North America,Beach,173.7,Winter,4.3,6.2,No,Trekking,6,1042.1999999999998,1,3
Serene Park,Brazil,South America,Nature,194.38,Autumn,4.7,9.77,Yes,"Sightseeing,Surfing,Trekking",14,2721.3199999999997,4,5
Mystic Valley,Kenya,Africa,Religious,56.98,Winter,4.8,6.66,Yes,"Surfing,Shopping,Museum",8,455.84,5,0
Crystal Temple,Germany,Europe,Historical,132.53,Winter,4.3,8.25,No,"Trekking,Food Tour",6,795.1800000000001,3,2
Lush Beach,Kenya,Africa,Beach,67.72,Spring,5.0,5.0,No,"Food Tour,Sightseeing",3,203.16,1,0
Hidden Plaza,Thailand,Asia,Religious,129.39,Summer,4.8,8.76,No,"Shopping,Surfing",9,1164.5099999999998,5,1
Lush Pagoda,Thailand,Asia,Historical,154.85,Summer,4.5,8.55,No,Food Tour,13,2013.05,3,1
Serene Beach,Japan,Asia,Nature,136.0,Summer,4.1,2.07,No,"Surfing,Museum,Beach Volley",7,952.0,4,1
Grand Temple,Brazil,South America,Adventure,165.72,Autumn,5.0,6.54,No,"Food Tour,Skiing,Shopping",8,1325.76,0,5
Serene Plaza,Peru,South America,Beach,120.97,Summer,4.3,0.89,No,"Trekking,Surfing,Sightseeing",3,362.90999999999997,1,5
Crystal Valley,Spain,Europe,City,181.51,Winter,3.9,8.65,Yes,Sightseeing,13,2359.63,2,2
Grand Beach,Morocco,Africa,Religious,113.42,Summer,5.0,9.55,Yes,"Food Tour,Skiing",13,1474.46,5,0
Serene Valley,South Africa,Africa,Religious,166.66,Spring,4.6,5.51,No,"Sightseeing,Surfing",12,1999.92,5,0
Hidden Forest,Vietnam,Asia,City,119.59,Spring,4.6,3.38,No,"Beach Volley,Trekking",11,1315.49,2,1
Lush Park,Mexico,North America,Beach,274.25,Autumn,4.9,6.21,No,"Beach Volley,Skiing",12,3291.0,1,3
Grand Falls,Greece,Europe,Beach,130.14,Summer,4.2,6.36,No,"Surfing,Skiing",6,780.8399999999999,1,2
Lush Beach,Spain,Europe,City,153.85,Summer,4.5,6.12,No,"Skiing,Museum,Trekking",4,615.4,2,2
Golden Forest,Argentina,South America,Nature,178.41,Autumn,4.2,6.42,Yes,"Skiing,Food Tour,Surfing",7,1248.87,4,5
Grand Temple,Italy,Europe,Historical,137.53,Autumn,5.0,5.52,No,"Shopping,Beach Volley,Museum",9,1237.77,3,2
Lush Plaza,Egypt,Africa,Religious,162.14,Summer,3.9,2.38,No,"Skiing,Beach Volley",6,972.8399999999999,5,0
Golden Pagoda,Egypt,Africa,Nature,123.9,Summer,4.7,1.31,No,"Beach Volley,Skiing,Surfing",4,495.6,4,0
Golden Park,Australia,Oceania,Historical,246.17,Winter,4.3,4.66,Yes,Trekking,13,3200.21,3,4
Mystic Forest,Spain,Europe,Nature,172.18,Winter,4.0,3.8,No,Museum,3,516.54,4,2
Lush Ruins,Brazil,South America,Historical,46.75,Autumn,4.5,7.5,No,Surfing,11,514.25,3,5
Crystal Park,Mexico,North America,City,148.51,Summer,4.3,3.7,Yes,"Surfing,Shopping",3,445.53,2,3
Sacred Ruins,Thailand,Asia,Nature,232.17,Spring,4.6,5.11,No,"Trekking,Sightseeing",6,1393.02,4,1
Crystal Falls,Germany,Europe,Adventure,269.54,Spring,4.6,2.75,No,Shopping,4,1078.16,0,2
Sacred Forest,France,Europe,Nature,30.0,Winter,4.3,1.21,Yes,"Skiing,Trekking,Shopping",4,120.0,4,2
Serene Temple,Italy,Europe,Adventure,114.25,Spring,4.3,5.3,Yes,"Shopping,Skiing,Food Tour",10,1142.5,0,2
Lush Park,Spain,Europe,Historical,100.75,Winter,4.6,0.85,No,"Museum,Food Tour,Sightseeing",13,1309.75,3,2
Grand Falls,Peru,South America,Nature,208.88,Spring,4.4,2.99,No,Food Tour,9,1879.92,4,5
Golden Pagoda,USA,North America,Beach,124.12,Autumn,4.5,4.77,No,"Skiing,Trekking",11,1365.3200000000002,1,3
Lush Park,Mexico,North America,Beach,234.23,Winter,5.0,3.66,No,"Museum,Food Tour,Shopping",8,1873.84,1,3
Hidden Plaza,Canada,North America,City,116.07,Autumn,4.4,3.98,No,"Trekking,Shopping",6,696.42,2,3
Golden Falls,Canada,North America,Adventure,160.87,Winter,4.4,9.68,No,Beach Volley,10,1608.7,0,3
Ancient Ruins,France,Europe,Beach,229.93,Spring,4.7,3.21,Yes,"Sightseeing,Beach Volley,Surfing",5,1149.65,1,2
Hidden Beach,Argentina,South America,Adventure,113.57,Winter,5.0,5.08,No,"Skiing,Sightseeing",10,1135.6999999999998,0,5
Serene Canyon,France,Europe,City,109.53,Winter,4.8,3.52,Yes,Shopping,9,985.77,2,2
Golden Ruins,USA,North America,Historical,193.68,Winter,4.5,6.3,Yes,Beach Volley,10,1936.8000000000002,3,3
Mystic Plaza,Brazil,South America,Beach,69.21,Summer,4.6,3.76,No,Trekking,3,207.63,1,5
Crystal Pagoda,Morocco,Africa,Beach,159.63,Spring,4.8,5.39,No,"Beach Volley,Museum,Surfing",5,798.15,1,0
Sacred Park,Mexico,North America,Historical,144.78,Spring,4.6,6.23,No,Trekking,14,2026.92,3,3
Mystic Temple,Thailand,Asia,Religious,161.77,Summer,4.3,9.36,Yes,Sightseeing,10,1617.7,5,1
Hidden Park,Canada,North America,Nature,99.02,Autumn,4.6,6.03,No,"Beach Volley,Museum",14,1386.28,4,3
Serene Forest,Thailand,Asia,Religious,124.94,Winter,4.9,8.86,No,"Shopping,Trekking",6,749.64,5,1
Crystal Ruins,Argentina,South America,City,187.5,Spring,4.6,6.42,Yes,"Museum,Surfing",10,1875.0,2,5
Ancient Pagoda,Australia,Oceania,Nature,130.19,Autumn,4.3,2.42,Yes,"Museum,Trekking",4,520.76,4,4
Grand Forest,Kenya,Africa,Nature,159.47,Summer,4.6,6.93,Yes,"Surfing,Trekking",5,797.35,4,0
Hidden Forest,Japan,Asia,Adventure,104.29,Autumn,4.3,7.69,Yes,"Surfing,Shopping,Trekking",7,730.0300000000001,0,1
Grand Park,Vietnam,Asia,Religious,73.12,Autumn,4.5,6.36,No,Trekking,6,438.72,5,1
Serene Pagoda,Morocco,Africa,Beach,145.35,Winter,4.4,4.95,Yes,"Shopping,Beach Volley,Food Tour",4,581.4,1,0
Grand Park,Mexico,North America,Adventure,130.58,Winter,4.4,2.43,No,"Skiing,Trekking",7,914.0600000000001,0,3
Mystic Valley,USA,North America,Historical,129.63,Spring,4.9,5.87,No,"Skiing,Museum,Food Tour",8,1037.04,3,3
Golden Pagoda,Argentina,South America,Adventure,215.56,Spring,4.4,8.91,Yes,"Beach Volley,Food Tour",8,1724.48,0,5
Lush Plaza,Australia,Oceania,Nature,153.99,Spring,4.2,9.18,No,Surfing,14,2155.86,4,4
Grand Beach,Thailand,Asia,Historical,206.98,Autumn,4.4,1.77,No,Food Tour,4,827.92,3,1
Ancient Falls,USA,North America,Adventure,158.35,Winter,4.6,3.95,Yes,"Skiing,Sightseeing",4,633.4,0,3
Serene Valley,Spain,Europe,Historical,144.33,Summer,4.6,3.66,No,"Museum,Skiing",12,1731.96,3,2
Serene Falls,Greece,Europe,Beach,200.88,Spring,4.7,9.33,Yes,"Surfing,Sightseeing,Shopping",11,2209.68,1,2
Crystal Temple,Canada,North America,Religious,179.77,Spring,4.3,7.52,Yes,"Food Tour,Sightseeing,Beach Volley",11,1977.47,5,3
Crystal Canyon,Egypt,Africa,City,141.92,Spring,4.3,3.19,Yes,"Shopping,Skiing",9,1277.28,2,0
Golden Pagoda,Japan,Asia,Adventure,217.55,Autumn,4.8,9.78,No,"Trekking,Museum,Sightseeing",12,2610.6000000000004,0,1
